,User_Id,Place_Id,Place_Ratings
6155,188,434,4
6156,188,170,5
6157,188,176,5
6158,188,1,4
6159,188,214,4
6160,188,96,2
6161,188,7,4
6162,188,179,5
6163,188,276,4
6164,188,48,5
6165,188,80,1
6166,188,408,5
6167,188,226,5
6168,188,56,5
6169,188,358,5
6170,188,6,5
6171,188,104,5
6172,188,100,4
6173,188,227,5
6174,189,6,5
6175,189,206,4
6176,189,423,5
6177,189,31,5
6178,189,224,5
6179,189,57,5
6180,189,214,5
6181,189,333,4
6182,189,404,5
6183,189,17,5
6184,189,45,4
6185,189,121,5
6186,189,68,4
6187,189,90,5
6188,189,434,5
6189,189,191,4
6190,189,27,5
6191,189,435,4
6192,189,220,2
6193,189,252,4
6194,189,288,5
6195,189,129,4
6196,189,388,5
6197,189,178,5
6198,189,341,3
6199,189,87,4
6200,189,93,5
6201,189,35,5
6202,189,126,3
6203,189,269,5
6204,189,185,5
6205,189,419,5
6206,190,225,4
6207,190,388,5
6208,190,375,5
6209,190,191,5
6210,190,201,4
6211,190,112,5
6212,190,90,5
6213,190,151,5
6214,190,104,5
6215,190,320,4
6216,190,6,4
6217,190,359,3
6218,190,1,5
6219,190,92,5
6220,190,111,5
6221,190,35,5
6222,190,33,5
6223,190,402,4
6224,190,215,5
6225,190,81,4
6226,190,3,5
6227,190,93,5
6228,190,214,4
6229,190,30,4
6230,190,205,5
6231,190,4,4
6232,190,202,5
6233,190,239,5
6234,190,405,5
6235,190,121,5
6236,190,24,5
6237,191,7,4
6238,191,429,5
6239,191,227,5
6240,191,93,5
6241,191,143,4
6242,191,6,4
6243,191,418,5
6244,191,103,5
6245,191,2,5
6246,191,72,4
6247,191,410,5
6248,191,399,4
6249,191,55,5
6250,191,408,5
6251,191,37,5
6252,191,247,5
6253,191,294,4
6254,191,216,5
6255,191,330,5
6256,191,90,5
6257,191,97,4
6258,191,31,5
6259,191,387,5
6260,191,214,5
6261,191,114,4
6262,191,232,4
6263,192,21,4
6264,192,56,4
6265,192,225,5
6266,192,63,5
6267,192,92,5
6268,192,254,5
6269,192,109,3
6270,192,405,4
6271,192,256,5
6272,192,275,3
6273,192,214,5
6274,192,332,4
6275,192,90,5
6276,192,236,5
6277,192,1,5
6278,192,7,4
6279,192,434,5
6280,192,174,4
6281,192,2,5
6282,192,26,5
6283,192,311,4
6284,192,339,5
6285,192,373,5
6286,192,86,5
6287,192,93,4
6288,192,191,5
6289,192,284,5
6290,192,27,5
6291,192,227,4
6292,192,312,5
6293,192,137,4
6294,192,117,5
6295,192,120,4
6296,192,81,5
6297,193,86,5
6298,193,301,4
6299,193,214,4
6300,193,3,1
6301,193,392,4
6302,193,428,5
6303,193,408,4
6304,193,174,5
6305,193,312,5
6306,193,18,5
6307,193,418,5
6308,193,40,5
6309,193,6,5
6310,193,288,5
6311,193,2,5
6312,193,434,4
6313,193,90,5
6314,193,80,5
6315,193,375,5
6316,193,103,5
6317,193,44,5
6318,193,259,5
6319,193,220,4
6320,193,344,5
6321,193,173,5
6322,193,419,5
6323,193,355,4
6324,193,87,4
6325,193,114,4
6326,193,125,5
6327,193,354,4
6328,193,109,4
6329,193,33,2
6330,193,27,5
6331,193,217,4
6332,193,225,5
6333,193,338,5
6334,193,1,5
6335,193,167,4
6336,194,346,5
6337,194,178,5
6338,194,240,5
6339,194,93,1
6340,194,215,5
6341,194,117,5
6342,194,254,4
6343,194,4,4
6344,194,227,5
6345,194,339,2
6346,194,111,4
6347,194,186,5
6348,194,174,4
6349,194,239,5
6350,194,231,4
6351,194,40,5
6352,194,191,4
6353,194,7,5
6354,194,232,5
6355,194,90,4
6356,194,369,5
6357,194,234,5
6358,194,434,4
6359,194,2,4
6360,194,6,5
6361,194,112,4
6362,194,100,5
6363,194,207,5
6364,194,103,4
6365,194,382,5
6366,194,236,5
6367,194,366,5
6368,194,85,5
6369,195,419,5
6370,195,304,5
6371,195,231,2
6372,195,114,4
6373,195,239,5
6374,195,177,5
6375,195,27,5
6376,195,79,5
6377,195,189,4
6378,195,35,5
6379,195,112,1
6380,195,183,5
6381,195,225,3
6382,195,121,5
6383,195,155,5
6384,195,367,4
6385,195,180,5
6386,195,30,5
6387,195,111,4
6388,195,92,5
6389,195,160,4
6390,195,276,4
6391,195,4,4
6392,195,2,5
6393,195,308,4
6394,195,148,5
6395,195,371,4
6396,195,241,5
6397,195,405,4
6398,195,81,5
6399,195,344,4
6400,195,93,5
6401,195,54,5
6402,195,359,5
6403,195,104,4
6404,195,395,4
6405,195,51,5
6406,195,1,5
6407,195,7,5
6408,195,31,4
6409,195,220,4
6410,196,369,4
6411,196,1,4
6412,196,211,5
6413,196,121,5
6414,196,93,5
6415,196,214,5
6416,196,254,4
6417,196,104,4
6418,196,184,5
6419,196,359,5
6420,196,90,5
6421,196,27,4
6422,196,92,1
6423,196,30,5
6424,196,216,4
6425,196,3,5
6426,196,35,5
6427,196,174,4
6428,196,422,5
6429,196,31,5
6430,196,56,5
6431,196,34,5
6432,196,97,4
6433,196,219,5
6434,196,381,5
6435,197,338,4
6436,197,104,5
6437,197,109,5
6438,197,176,5
6439,197,93,5
6440,197,100,1
6441,197,220,5
6442,197,211,5
6443,197,4,5
6444,197,339,5
6445,197,92,5
6446,197,402,5
6447,197,31,5
6448,197,356,5
6449,197,150,5
6450,197,7,5
6451,197,227,5
6452,197,313,3
6453,197,17,5
6454,197,235,4
6455,197,429,1
6456,197,224,5
6457,197,308,4
6458,197,214,5
6459,197,418,5
6460,197,207,4
6461,197,375,5
6462,197,27,4
6463,198,48,4
6464,198,184,4
6465,198,218,4
6466,198,338,5
6467,198,93,5
6468,198,122,5
6469,198,180,5
6470,198,2,4
6471,198,322,4
6472,198,356,4
6473,198,369,4
6474,198,214,4
6475,198,26,5
6476,198,6,5
6477,198,97,4
6478,198,3,5
6479,198,224,4
6480,198,81,4
6481,198,208,5
6482,198,231,5
6483,198,116,4
6484,198,40,1
6485,198,240,5
6486,198,220,5
6487,198,80,2
6488,198,103,5
6489,199,325,5
6490,199,216,5
6491,199,4,5
6492,199,396,5
6493,199,271,5
6494,199,313,4
6495,199,121,5
6496,199,415,5
6497,199,104,4
6498,199,16,4
6499,199,382,4
6500,199,231,4
6501,199,207,5
6502,199,371,4
6503,199,92,5
6504,199,3,5
6505,199,22,4
6506,199,75,4
6507,199,214,5
6508,199,23,5
6509,199,81,5
6510,199,332,5
6511,199,373,5
6512,199,242,4
6513,199,275,3
6514,199,220,4
6515,199,34,4
6516,199,108,5
6517,199,72,4
6518,199,359,4
6519,199,329,4
6520,199,211,5
6521,199,185,4
6522,199,24,5
6523,199,80,5
6524,200,24,5
6525,200,90,5
6526,200,239,5
6527,200,180,4
6528,200,339,5
6529,200,359,4
6530,200,244,4
6531,200,7,5
6532,200,396,5
6533,200,237,4
6534,200,288,5
6535,200,104,5
6536,200,338,5
6537,200,6,5
6538,200,434,5
6539,200,371,4
6540,200,2,3
6541,200,192,5
6542,200,302,5
6543,200,146,4
6544,200,4,4
6545,200,80,5
6546,200,428,5
6547,200,93,5
6548,200,23,5
6549,200,183,2
6550,200,216,4
6551,200,284,4
6552,200,30,5
6553,200,207,4
6554,200,81,2
6555,200,109,5
6556,200,332,5
6557,200,86,5
6558,200,121,5
6559,201,344,4
6560,201,2,5
6561,201,27,5
6562,201,177,1
6563,201,6,5
6564,201,48,5
6565,201,231,4
6566,201,68,5
6567,201,1,4
6568,201,224,4
6569,201,111,5
6570,201,104,5
6571,201,379,5
6572,201,5,5
6573,201,17,4
6574,201,78,4
6575,201,97,5
6576,201,137,5
6577,201,189,4
6578,201,239,5
6579,201,70,5
6580,201,381,5
6581,201,4,4
6582,201,208,5
6583,201,373,5
6584,202,1,4
6585,202,313,4
6586,202,125,5
6587,202,356,4
6588,202,290,4
6589,202,6,5
6590,202,3,5
6591,202,147,4
6592,202,179,5
6593,202,405,5
6594,202,214,5
6595,202,4,5
6596,202,27,4
6597,202,236,4
6598,202,301,4
6599,202,92,5
6600,202,220,4
6601,202,429,4
6602,202,183,4
6603,202,375,5
6604,202,250,4
6605,202,90,5
6606,202,254,4
6607,202,174,4
6608,202,78,5
6609,202,80,5
6610,202,437,5
6611,202,245,4
6612,202,211,5
6613,202,103,5
6614,202,62,4
6615,202,219,4
6616,202,311,1
6617,202,112,3
6618,202,216,5
6619,202,396,5
6620,202,278,5
6621,202,252,4
6622,202,111,5
6623,203,22,5
6624,203,72,4
6625,203,216,2
6626,203,126,2
6627,203,371,5
6628,203,321,5
6629,203,33,5
6630,203,229,5
6631,203,104,4
6632,203,227,4
6633,203,403,4
6634,203,103,5
6635,203,285,5
6636,203,57,5
6637,203,61,5
6638,203,302,5
6639,203,93,5
6640,203,131,5
6641,203,26,5
6642,203,221,5
6643,203,240,5
6644,203,89,5
6645,203,1,4
6646,203,112,5
6647,203,174,4
6648,203,142,5
6649,203,4,5
6650,203,414,4
6651,203,92,5
6652,203,88,4
6653,203,434,5
6654,204,418,5
6655,204,174,4
6656,204,4,5
6657,204,408,5
6658,204,222,4
6659,204,309,4
6660,204,33,4
6661,204,126,5
6662,204,56,4
6663,204,288,5
6664,204,3,5
6665,204,6,4
6666,204,325,5
6667,204,112,1
6668,204,111,4
6669,204,30,4
6670,204,402,5
6671,204,356,4
6672,204,109,5
6673,204,355,4
6674,204,93,4
6675,204,338,3
6676,204,392,4
6677,204,100,5
6678,204,301,4
6679,204,92,5
6680,204,294,4
6681,204,319,4
6682,205,80,1
6683,205,1,5
6684,205,225,5
6685,205,158,4
6686,205,215,5
6687,205,142,5
6688,205,85,4
6689,205,332,4
6690,205,4,5
6691,205,27,4
6692,205,81,5
6693,205,92,5
6694,205,207,4
6695,205,214,5
6696,205,220,4
6697,205,137,5
6698,205,227,5
6699,205,86,5
6700,205,63,5
6701,205,320,4
6702,205,308,5
6703,205,408,4
6704,205,418,5
6705,205,155,5
6706,205,339,5
6707,205,70,5
6708,205,288,5
6709,206,217,4
6710,206,48,5
6711,206,30,5
6712,206,246,4
6713,206,335,4
6714,206,88,5
6715,206,215,5
6716,206,80,5
6717,206,346,5
6718,206,93,5
6719,206,223,4
6720,206,117,4
6721,206,23,5
6722,206,18,5
6723,206,371,4
6724,206,69,4
6725,206,91,5
6726,206,433,4
6727,206,6,5
6728,206,47,5
6729,206,241,5
6730,206,1,5
6731,206,185,3
6732,206,103,5
6733,206,56,5
6734,206,22,5
6735,206,172,5
6736,206,214,5
6737,206,247,5
6738,206,408,5
6739,206,227,4
6740,206,288,5
6741,207,418,5
6742,207,174,4
6743,207,311,4
6744,207,251,4
6745,207,48,5
6746,207,156,4
6747,207,231,5
6748,207,76,5
6749,207,157,5
6750,207,7,5
6751,207,183,4
6752,207,339,5
6753,207,220,5
6754,207,56,4
6755,207,389,4
6756,207,114,4
6757,207,121,5
6758,207,215,5
6759,207,324,4
6760,207,4,5
6761,207,214,5
6762,207,313,5
6763,207,6,5
6764,207,109,5
6765,207,348,5
6766,207,15,4
6767,207,434,5
6768,207,42,4
6769,207,217,4
6770,207,364,4
6771,207,176,5
6772,207,2,5
6773,207,436,5
6774,207,359,4
6775,208,125,4
6776,208,375,5
6777,208,30,4
6778,208,247,5
6779,208,174,5
6780,208,394,4
6781,208,214,5
6782,208,338,3
6783,208,104,5
6784,208,117,5
6785,208,40,5
6786,208,382,5
6787,208,227,5
6788,208,1,4
6789,208,81,4
6790,208,207,4
6791,208,2,2
6792,208,419,5
6793,208,93,4
6794,208,339,3
6795,208,55,5
6796,208,191,5
6797,208,434,5
6798,208,121,5
6799,208,72,5
6800,208,27,4
6801,208,179,5
6802,208,362,5
6803,208,39,4
6804,208,153,4
6805,208,221,5
6806,209,207,5
6807,209,365,4
6808,209,405,5
6809,209,174,5
6810,209,30,4
6811,209,27,5
6812,209,313,5
6813,209,206,5
6814,209,15,4
6815,209,419,5
6816,209,93,4
6817,209,247,4
6818,209,244,5
6819,209,406,4
6820,209,116,5
6821,209,370,5
6822,209,170,5
6823,209,4,5
6824,209,44,5
6825,209,13,5
6826,209,339,4
6827,209,18,5
6828,209,408,4
6829,209,418,5
6830,209,108,4
6831,209,80,5
6832,209,86,4
6833,209,381,5
6834,209,429,5
6835,209,359,4
6836,209,434,5
6837,209,366,4
6838,210,93,4
6839,210,379,5
6840,210,6,5
6841,210,247,5
6842,210,382,5
6843,210,86,5
6844,210,114,5
6845,210,252,4
6846,210,339,4
6847,210,56,5
6848,210,419,4
6849,210,412,1
6850,210,408,4
6851,210,194,5
6852,210,85,5
6853,210,197,5
6854,210,7,4
6855,210,220,5
6856,210,335,4
6857,210,225,5
6858,210,104,5
6859,210,88,5
6860,210,160,4
6861,210,4,5
6862,210,370,5
6863,210,396,5
6864,210,321,4
6865,210,112,4
6866,210,176,4
6867,210,216,4
6868,210,80,5
6869,210,434,5
6870,210,214,5
6871,210,90,5
6872,210,405,5
6873,210,141,5
6874,210,251,5
6875,210,338,5
6876,211,155,4
6877,211,109,5
6878,211,117,3
6879,211,220,4
6880,211,216,5
6881,211,337,4
6882,211,214,5
6883,211,7,5
6884,211,431,4
6885,211,396,5
6886,211,41,4
6887,211,112,4
6888,211,339,4
6889,211,180,4
6890,211,252,4
6891,211,395,4
6892,211,359,4
6893,211,45,5
6894,211,183,5
6895,211,79,5
6896,211,18,2
6897,211,172,5
6898,211,362,5
6899,211,227,5
6900,211,126,5
6901,211,4,4
6902,211,57,5
6903,211,23,5
6904,211,424,4
6905,211,311,4
6906,211,8,4
6907,211,80,5
6908,211,179,5
6909,211,104,5
6910,211,121,5
6911,211,48,5
6912,211,408,5
6913,211,174,4
6914,211,97,4
6915,211,71,5
6916,211,207,5
6917,211,93,5
6918,211,206,4
6919,212,130,4
6920,212,92,5
6921,212,396,5
6922,212,104,4
6923,212,434,5
6924,212,227,5
6925,212,19,5
6926,212,90,5
6927,212,141,5
6928,212,418,5
6929,212,87,4
6930,212,420,5
6931,212,48,1
6932,212,214,5
6933,212,216,4
6934,212,93,3
6935,212,352,5
6936,212,4,4
6937,212,6,5
6938,212,81,5
6939,212,27,5
6940,213,121,4
6941,213,402,5
6942,213,408,4
6943,213,97,5
6944,213,91,5
6945,213,224,4
6946,213,216,5
6947,213,31,4
6948,213,339,4
6949,213,151,4
6950,213,240,4
6951,213,311,5
6952,213,418,5
6953,213,7,5
6954,213,332,1
6955,213,278,5
6956,213,98,4
6957,213,419,5
6958,213,139,1
6959,213,405,5
6960,213,39,4
6961,213,371,4
6962,213,172,1
6963,213,239,5
6964,213,227,4
6965,213,435,4
6966,213,214,4
6967,213,154,4
6968,213,112,5
6969,213,35,5
6970,213,4,5
6971,213,230,5
6972,213,302,2
6973,213,130,4
6974,213,104,5
6975,213,30,4
6976,213,359,5
6977,213,140,5
6978,213,379,5
6979,213,2,5
6980,213,428,5
6981,213,80,5
6982,214,114,4
6983,214,4,4
6984,214,375,5
6985,214,57,5
6986,214,172,5
6987,214,177,4
6988,214,194,4
6989,214,214,5
6990,214,220,5
6991,214,285,4
6992,214,424,5
6993,214,311,4
6994,214,382,5
6995,214,236,5
6996,214,80,5
6997,214,325,5
6998,214,3,5
6999,214,70,5
7000,214,159,5
7001,214,247,4
7002,214,402,5
7003,214,418,5
7004,214,408,5
7005,214,92,5
7006,214,434,3
7007,214,141,5
7008,214,339,5
7009,214,183,5
7010,214,340,3
7011,214,97,5
7012,214,313,4
7013,214,122,5
7014,214,19,4
7015,214,6,4
7016,215,204,4
7017,215,183,5
7018,215,227,5
7019,215,239,5
7020,215,220,5
7021,215,207,4
7022,215,414,4
7023,215,40,5
7024,215,121,5
7025,215,141,4
7026,215,435,4
7027,215,194,5
7028,215,33,5
7029,215,3,5
7030,215,7,5
7031,215,369,4
7032,215,80,5
7033,215,27,5
7034,215,6,5
7035,215,259,4
7036,215,129,5
7037,215,373,4
7038,215,311,4
7039,215,151,5
7040,215,434,1
7041,215,1,5
7042,215,202,5
7043,215,86,5
7044,215,382,5
7045,215,224,4
7046,215,237,4
7047,215,100,5
7048,215,321,4
7049,215,90,5
7050,215,338,5
7051,215,92,5
7052,215,166,4
7053,215,42,4
7054,215,405,2
7055,215,35,2
7056,216,23,5
7057,216,239,5
7058,216,182,4
7059,216,17,5
7060,216,335,5
7061,216,121,5
7062,216,35,5
7063,216,58,5
7064,216,109,1
7065,216,183,4
7066,216,149,4
7067,216,221,5
7068,216,91,4
7069,216,52,5
7070,216,89,5
7071,216,405,4
7072,216,373,5
7073,216,6,1
7074,216,382,5
7075,216,191,5
7076,216,45,5
7077,216,214,5
7078,216,406,5
7079,216,80,5
7080,216,252,5
7081,216,359,4
7082,216,268,5
7083,216,402,5
7084,216,208,5
7085,216,3,5
7086,216,92,5
7087,216,320,4
7088,216,104,4
7089,217,285,5
7090,217,189,4
7091,217,357,5
7092,217,240,3
7093,217,112,5
7094,217,142,5
7095,217,33,5
7096,217,63,5
7097,217,229,5
7098,217,1,4
7099,217,116,5
7100,217,104,5
7101,217,156,4
7102,217,372,5
7103,217,227,4
7104,217,75,4
7105,217,93,4
7106,217,175,5
7107,217,86,5
7108,217,214,5
7109,217,394,5
7110,217,121,5
7111,217,408,1
7112,217,216,4
7113,217,434,5
7114,218,404,4
7115,218,375,5
7116,218,382,4
7117,218,215,5
7118,218,311,4
7119,218,93,5
7120,218,191,4
7121,218,112,5
7122,218,339,4
7123,218,288,5
7124,218,214,5
7125,218,103,5
7126,218,366,5
7127,218,259,5
7128,218,48,5
7129,218,249,5
7130,218,109,5
7131,218,130,5
7132,218,279,5
7133,218,251,4
7134,218,174,5
7135,218,121,5
7136,218,227,5
7137,218,100,5
7138,218,17,4
7139,218,5,5
7140,218,92,5
7141,218,338,4
7142,218,402,5
7143,218,221,5
7144,218,219,4
7145,218,308,5
7146,219,208,3
7147,219,108,4
7148,219,114,5
7149,219,103,5
7150,219,4,2
7151,219,371,4
7152,219,174,4
7153,219,408,4
7154,219,220,4
7155,219,301,4
7156,219,370,4
7157,219,2,4
7158,219,231,4
7159,219,80,5
7160,219,86,5
7161,219,104,5
7162,219,6,4
7163,219,419,5
7164,219,351,4
7165,219,244,1
7166,219,183,5
7167,219,3,5
7168,219,178,5
7169,219,211,5
7170,219,216,5
7171,219,227,5
7172,219,339,4
7173,219,214,5
7174,219,414,4
7175,219,32,4
7176,219,434,5
7177,219,14,5
7178,219,305,5
7179,219,1,5
7180,219,39,5
7181,220,80,5
7182,220,7,5
7183,220,160,4
7184,220,81,5
7185,220,180,5
7186,220,239,4
7187,220,259,4
7188,220,97,5
7189,220,257,4
7190,220,58,5
7191,220,4,4
7192,220,428,5
7193,220,185,4
7194,220,434,5
7195,220,371,4
7196,220,207,2
7197,220,51,4
7198,220,214,5
7199,220,24,5
7200,220,121,5
7201,220,88,4
7202,220,308,4
7203,220,379,5
7204,220,103,5
7205,220,126,5
7206,220,396,5
7207,220,59,5
7208,220,17,5
7209,220,312,5
7210,220,294,4
7211,220,90,5
7212,220,216,4
7213,220,112,5
7214,220,338,5
7215,220,376,5
7216,220,321,4
7217,220,183,4
7218,220,45,5
7219,220,104,5
7220,220,21,3
7221,220,328,4
7222,221,126,5
7223,221,1,5
7224,221,305,5
7225,221,112,4
7226,221,338,4
7227,221,90,5
7228,221,2,5
7229,221,104,4
7230,221,227,4
7231,221,121,5
7232,221,429,5
7233,221,35,5
7234,221,395,4
7235,221,433,4
7236,221,50,5
7237,221,311,5
7238,221,92,5
7239,221,275,5
7240,221,174,4
7241,221,3,5
7242,221,86,5
7243,221,216,5
7244,221,27,5
7245,221,378,4
7246,221,30,4
7247,221,103,5
7248,221,279,5
7249,221,100,4
7250,221,434,5
7251,221,79,5
7252,221,229,5
7253,221,143,5
7254,221,87,5
7255,221,33,5
7256,221,146,5
7257,222,222,5
7258,222,217,4
7259,222,223,4
7260,222,336,5
7261,222,429,5
7262,222,236,4
7263,222,185,5
7264,222,325,5
7265,222,434,1
7266,222,116,5
7267,222,1,5
7268,222,301,5
7269,222,112,5
7270,222,220,4
7271,222,4,4
7272,222,7,4
7273,222,338,5
7274,222,216,5
7275,222,258,4
7276,223,161,5
7277,223,227,5
7278,223,112,5
7279,223,80,5
7280,223,338,5
7281,223,321,5
7282,223,225,4
7283,223,4,3
7284,223,19,5
7285,223,100,5
7286,223,346,4
7287,223,392,5
7288,223,108,4
7289,223,93,3
7290,223,7,5
7291,223,435,5
7292,223,252,4
7293,223,103,5
7294,223,24,5
7295,223,72,4
7296,223,276,4
7297,223,371,5
7298,223,414,5
7299,223,121,5
7300,223,221,5
7301,223,48,5
7302,223,26,4
7303,223,374,5
7304,223,376,5
7305,223,251,4
7306,223,313,5
7307,224,58,4
7308,224,405,4
7309,224,33,5
7310,224,364,4
7311,224,2,5
7312,224,3,5
7313,224,93,5
7314,224,220,4
7315,224,356,5
7316,224,381,5
7317,224,159,5
7318,224,130,5
7319,224,87,4
7320,224,301,4
7321,224,121,5
7322,224,1,4
7323,224,47,5
7324,224,118,5
7325,224,418,5
7326,224,57,5
7327,224,114,5
7328,224,338,5
7329,225,411,5
7330,225,174,4
7331,225,175,5
7332,225,338,5
7333,225,106,5
7334,225,35,5
7335,225,230,5
7336,225,405,3
7337,225,24,5
7338,225,214,5
7339,225,133,5
7340,225,359,5
7341,225,419,5
7342,225,6,5
7343,225,92,5
7344,225,2,4
7345,225,111,4
7346,225,3,5
7347,225,1,5
7348,225,104,4
7349,225,420,5
7350,225,235,5
7351,225,428,5
7352,225,207,4
7353,225,114,5
7354,225,4,4
7355,225,321,2
7356,225,217,4
7357,225,86,5
7358,225,40,5
7359,225,145,4
7360,225,160,5
7361,225,220,5
7362,225,34,5
7363,226,388,5
7364,226,114,4
7365,226,308,4
7366,226,366,5
7367,226,311,4
7368,226,335,5
7369,226,227,4
7370,226,121,3
7371,226,225,5
7372,226,127,5
7373,226,325,5
7374,226,207,5
7375,226,214,5
7376,226,72,4
7377,226,81,5
7378,226,2,5
7379,226,54,5
7380,226,85,5
7381,226,402,2
7382,226,399,4
7383,226,3,4
7384,226,103,5
7385,226,240,4
7386,226,185,5
7387,226,141,5
7388,226,186,4
7389,226,80,5
7390,226,392,5
7391,226,137,5
7392,226,57,5
7393,226,387,5
7394,226,92,5
7395,226,288,5
7396,226,404,4
7397,226,338,5
7398,227,381,5
7399,227,51,4
7400,227,208,5
7401,227,45,5
7402,227,112,5
7403,227,103,5
7404,227,98,4
7405,227,216,5
7406,227,336,5
7407,227,434,5
7408,227,174,4
7409,227,92,5
7410,227,364,5
7411,227,40,5
7412,227,338,5
7413,227,1,5
7414,227,21,4
7415,227,230,5
7416,227,388,4
7417,227,194,4
7418,227,422,5
7419,227,24,5
7420,227,231,5
7421,227,279,5
7422,227,27,5
7423,227,277,5
7424,227,151,5
7425,227,207,5
7426,227,419,5
7427,227,89,5
7428,227,312,4
7429,227,227,4
7430,227,117,4
7431,227,418,5
7432,227,259,5
7433,228,98,5
7434,228,80,5
7435,228,13,5
7436,228,284,5
7437,228,27,4
7438,228,274,5
7439,228,231,5
7440,228,4,5
7441,228,434,5
7442,228,419,5
7443,228,217,4
7444,228,86,5
7445,228,48,5
7446,228,142,5
7447,228,279,5
7448,228,145,4
7449,228,7,4
7450,228,141,5
7451,228,56,5
7452,228,117,4
7453,228,320,4
7454,228,92,5
7455,228,121,5
7456,228,47,5
7457,228,3,5
7458,228,17,5
7459,228,6,5
7460,228,1,5
7461,228,58,5
7462,228,24,5
7463,228,241,1
7464,228,337,2
7465,228,22,4
7466,228,108,3
7467,228,313,4
7468,228,227,5
7469,228,364,4
7470,229,311,4
7471,229,4,4
7472,229,6,3
7473,229,419,2
7474,229,81,4
7475,229,364,4
7476,229,88,5
7477,229,279,1
7478,229,359,4
7479,229,109,5
7480,229,1,5
7481,229,86,5
7482,229,132,5
7483,229,104,5
7484,229,121,5
7485,229,338,4
7486,229,180,4
7487,229,204,5
7488,229,405,5
7489,229,57,5
7490,229,227,5
7491,229,216,5
7492,229,219,5
7493,229,194,4
7494,229,201,5
7495,229,64,4
7496,229,239,5
7497,229,244,4
7498,229,202,5
7499,229,33,5
7500,229,411,5
7501,229,35,5
7502,229,206,4
7503,229,191,5
7504,230,57,5
7505,230,31,4
7506,230,216,4
7507,230,185,5
7508,230,86,5
7509,230,168,1
7510,230,90,5
7511,230,227,5
7512,230,111,4
7513,230,313,4
7514,230,217,4
7515,230,37,5
7516,230,4,4
7517,230,116,4
7518,230,104,4
7519,230,27,4
7520,230,225,4
7521,230,2,5
7522,230,6,4
7523,230,121,5
7524,230,213,5
7525,230,220,4
7526,230,81,4
7527,230,36,5
7528,230,174,5
7529,230,434,5
7530,230,237,4
7531,231,239,5
7532,231,100,5
7533,231,142,5
7534,231,369,3
7535,231,86,2
7536,231,217,5
7537,231,3,5
7538,231,117,4
7539,231,406,4
7540,231,340,4
7541,231,56,4
7542,231,338,5
7543,231,96,5
7544,231,371,5
7545,231,87,4
7546,231,114,4
7547,231,39,5
7548,231,81,4
7549,231,433,4
7550,231,236,5
7551,231,7,5
7552,231,130,5
7553,231,4,4
7554,231,216,5
7555,231,278,5
7556,231,31,5
7557,231,436,5
7558,232,81,5
7559,232,382,4
7560,232,4,5
7561,232,130,5
7562,232,103,5
7563,232,288,5
7564,232,93,5
7565,232,174,5
7566,232,3,5
7567,232,384,5
7568,232,339,4
7569,232,374,4
7570,232,335,5
7571,232,287,4
7572,232,217,4
7573,232,428,5
7574,232,225,5
7575,232,112,3
7576,232,436,5
7577,232,322,4
7578,232,346,5
7579,232,12,4
7580,232,17,5
7581,232,294,4
7582,232,325,5
7583,232,92,5
7584,232,302,1
7585,232,227,5
7586,232,33,5
7587,232,2,5
7588,232,27,5
7589,232,121,5
7590,232,215,5
7591,232,7,5
7592,232,381,5
7593,233,143,4
7594,233,194,5
7595,233,90,4
7596,233,382,4
7597,233,81,5
7598,233,56,5
7599,233,339,5
7600,233,227,4
7601,233,216,5
7602,233,246,4
7603,233,93,4
7604,233,85,3
7605,233,408,4
7606,233,241,5
7607,233,2,5
7608,233,3,5
7609,233,4,5
7610,233,96,5
7611,233,103,5
7612,233,45,5
7613,233,207,5
7614,233,338,5
7615,233,208,5
7616,233,111,4
7617,233,114,4
7618,233,86,5
7619,233,321,4
7620,233,392,3
7621,233,368,4
7622,233,222,5
7623,233,174,4
7624,233,214,4
7625,233,224,4
7626,233,112,4
7627,233,27,5
7628,233,402,5
7629,233,239,5
7630,233,109,4
7631,233,172,4
7632,233,6,5
7633,233,188,3
7634,233,41,3
7635,234,121,5
7636,234,321,4
7637,234,366,1
7638,234,92,5
7639,234,344,4
7640,234,396,4
7641,234,259,5
7642,234,142,5
7643,234,288,5
7644,234,100,4
7645,234,96,5
7646,234,1,4
7647,234,432,5
7648,234,27,4
7649,234,388,4
7650,234,216,4
7651,234,4,5
7652,234,93,4
7653,234,240,5
7654,234,338,5
7655,234,369,4
7656,234,419,1
7657,234,116,4
7658,234,106,5
7659,234,67,4
7660,234,282,5
7661,234,311,4
7662,234,103,1
7663,234,381,5
7664,234,7,4
7665,235,3,5
7666,235,104,5
7667,235,172,4
7668,235,434,5
7669,235,30,5
7670,235,5,4
7671,235,142,5
7672,235,22,5
7673,235,90,3
7674,235,338,5
7675,235,227,4
7676,235,117,4
7677,235,132,4
7678,235,120,4
7679,235,114,4
7680,235,44,5
7681,235,81,4
7682,235,86,5
7683,235,423,5
7684,235,214,5
7685,235,211,5
7686,235,7,5
7687,235,144,4
7688,235,418,5
7689,235,174,5
7690,235,6,4
7691,235,431,4
7692,235,194,5
7693,235,180,5
7694,235,218,4
7695,235,228,5
7696,235,216,4
7697,235,356,4
7698,235,26,4
7699,235,93,5
7700,235,80,5
7701,235,88,5
7702,236,27,5
7703,236,214,5
7704,236,338,4
7705,236,247,5
7706,236,276,1
7707,236,90,5
